Timestamp,CAN_ID,ECU,DLC,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,Binary_Label,Flag,Severity
0.747897,0130,Engine,8,15,138,45,0,105,0,254,3,0,Normal,Low
0.755012,0120,Engine,8,18,138,46,3,103,4,255,0,0,Normal,Low
0.755788,0240,Wheel,8,47,55,45,51,49,0,4,5,0,Normal,Low
0.762455,0120,Engine,8,20,142,46,4,104,5,255,3,0,Normal,Low
0.77091,00C0,ABS,8,43,0,95,98,0,5,175,186,0,Normal,Low
0.780571,0160,Transmission,8,37,3,0,6,65,125,3,0,0,Normal,Low
0.784595,0080,Airbag,8,94,255,1,252,0,255,0,255,0,Normal,Low
0.792409,0160,Transmission,8,35,5,0,4,69,126,1,0,0,Normal,Low
0.80221,00C0,ABS,8,44,1,104,99,0,0,168,191,0,Normal,Low
0.80477,0260,ADAS,8,66,16,36,51,70,80,102,122,0,Normal,Low
0.807809,0180,Transmission,8,30,1,4,1,66,124,0,0,0,Normal,Low
0.80987,0160,Transmission,8,37,0,3,0,63,123,0,0,0,Normal,Low
0.818539,0220,Body,8,95,2,0,0,6,1,3,255,0,Normal,Low
0.820938,0180,Transmission,8,34,0,6,0,59,124,0,0,0,Normal,Low
0.829809,01C0,Battery,8,108,101,4,197,0,0,0,0,0,Normal,Low
0.838089,0130,Engine,8,13,137,50,0,95,0,255,3,0,Normal,Low
0.846563,0160,Transmission,8,33,0,3,0,67,126,4,0,0,Normal,Low
0.851381,0120,Engine,8,18,139,49,0,97,1,255,0,0,Normal,Low
0.856627,00C0,ABS,8,47,3,98,100,0,0,166,189,0,Normal,Low
0.860215,00A0,ABS,8,44,0,105,102,3,4,171,189,0,Normal,Low
0.869044,0200,Body,8,99,0,0,0,0,2,2,252,0,Normal,Low
0.872969,0240,Wheel,8,43,49,54,46,49,0,2,2,0,Normal,Low
0.875817,0140,Steering,8,79,124,0,123,0,0,16,27,0,Normal,Low
0.879268,00C0,ABS,8,47,0,102,100,0,2,173,183,0,Normal,Low
0.879871,0260,ADAS,8,59,20,29,47,70,86,102,117,0,Normal,Low
0.884125,0240,Wheel,8,47,54,48,52,53,0,0,3,0,Normal,Low
0.890973,00C0,ABS,8,43,0,101,97,5,5,166,191,0,Normal,Low
0.892308,0120,Engine,8,12,137,52,0,103,2,255,5,0,Normal,Low
0.897199,0280,ADAS,8,68,20,29,52,65,81,106,118,0,Normal,Low
0.899668,0100,Engine,8,14,138,51,2,96,2,255,0,0,Normal,Low
0.905485,0240,Wheel,8,44,51,48,45,52,0,4,4,0,Normal,Low
0.913479,0140,Steering,8,82,124,0,129,0,0,11,33,0,Normal,Low
0.922101,01C0,Battery,8,111,103,4,195,0,5,0,0,0,Normal,Low
0.925472,01A0,Battery,8,109,97,0,204,5,0,1,2,0,Normal,Low
0.926591,0120,Engine,8,16,141,52,0,99,0,251,4,0,Normal,Low
0.930573,00A0,ABS,8,51,2,95,103,0,0,165,186,0,Normal,Low
0.931283,0100,Engine,8,19,135,53,4,103,0,255,0,0,Normal,Low
0.93954,0140,Steering,8,82,130,5,127,0,0,18,28,0,Normal,Low
0.945337,0080,Airbag,8,92,254,1,255,0,255,0,255,0,Normal,Low
0.950679,0140,Steering,8,79,130,0,127,4,0,21,32,0,Normal,Low
0.96048,0080,Airbag,8,94,254,3,254,0,254,3,255,0,Normal,Low
0.969185,0280,ADAS,8,63,18,34,55,63,80,106,122,0,Normal,Low
0.974045,01C0,Battery,8,114,99,0,198,5,3,0,2,0,Normal,Low
0.975466,0120,Engine,8,17,139,48,0,103,5,255,0,0,Normal,Low
0.985292,0240,Wheel,8,47,53,45,55,48,0,0,2,0,Normal,Low
0.994216,01C0,Battery,8,113,95,0,205,5,1,1,0,0,Normal,Low
0.997693,00C0,ABS,8,46,5,99,101,0,0,168,185,0,Normal,Low
1.002412,0080,Airbag,8,95,251,2,251,3,255,0,254,0,Normal,Low
1.003896,00A0,ABS,8,50,0,101,103,0,4,165,187,0,Normal,Low
1.009993,0260,ADAS,8,69,18,32,55,65,90,107,116,0,Normal,Low
1.016788,0280,ADAS,8,69,22,33,49,72,80,98,124,0,Normal,Low
1.018716,00A0,ABS,8,43,0,100,104,0,4,173,183,0,Normal,Low
1.028216,0120,Engine,8,13,137,54,0,100,0,254,0,0,Normal,Low
1.031232,00A0,ABS,8,43,0,99,101,5,1,165,183,0,Normal,Low
1.031986,00A0,ABS,8,50,5,99,99,0,5,175,184,0,Normal,Low
1.034645,01A0,Battery,8,115,104,2,199,0,0,0,0,0,Normal,Low
1.037022,00C0,ABS,8,52,2,96,103,3,0,171,182,0,Normal,Low
1.041221,0280,ADAS,8,64,17,31,55,68,85,102,114,0,Normal,Low
1.048164,0260,ADAS,8,61,20,37,47,73,87,99,118,0,Normal,Low
1.050265,0240,Wheel,8,44,51,54,46,55,3,0,4,0,Normal,Low
1.055489,0200,Body,8,92,0,3,0,0,3,1,251,0,Normal,Low
1.064361,00C0,ABS,8,52,2,99,102,0,0,170,192,0,Normal,Low
1.06884,0260,ADAS,8,66,19,29,48,68,82,97,123,0,Normal,Low
1.070282,0160,Transmission,8,28,0,0,0,62,124,0,0,0,Normal,Low
1.077633,0130,Engine,8,20,141,52,4,96,4,251,3,0,Normal,Low
1.084048,0280,ADAS,8,66,22,39,50,69,80,106,116,0,Normal,Low
1.093953,0140,Steering,8,84,130,0,129,2,0,13,30,0,Normal,Low
1.097243,0100,Engine,8,16,134,45,0,102,5,254,0,0,Normal,Low
1.100517,00C0,ABS,8,53,5,99,104,0,0,165,189,0,Normal,Low
1.104283,0140,Steering,8,81,131,0,128,2,0,12,35,0,Normal,Low
1.112773,0200,Body,8,94,0,0,4,6,3,3,250,0,Normal,Low
1.118962,0280,ADAS,8,67,16,35,47,72,83,102,117,0,Normal,Low
1.128571,0120,Engine,8,13,135,47,0,96,0,255,0,0,Normal,Low
1.129729,00A0,ABS,8,43,0,102,98,2,0,168,190,0,Normal,Low
1.137327,0130,Engine,8,21,143,55,2,97,2,255,3,0,Normal,Low
1.140227,01C0,Battery,8,117,100,0,197,0,1,0,0,0,Normal,Low
1.141782,0260,ADAS,8,65,22,32,53,71,87,103,119,0,Normal,Low
1.148892,0220,Body,8,99,0,0,3,3,3,5,250,0,Normal,Low
1.150718,0200,Body,8,98,5,0,1,0,4,0,252,0,Normal,Low
1.156509,0120,Engine,8,20,134,48,1,99,0,250,2,0,Normal,Low
1.161004,0240,Wheel,8,48,47,55,51,52,0,3,3,0,Normal,Low
1.169088,0160,Transmission,8,33,6,2,6,62,132,0,0,0,Normal,Low
1.171608,0100,Engine,8,11,133,50,3,105,2,255,0,0,Normal,Low
1.173598,0120,Engine,8,21,140,47,0,103,5,251,0,0,Normal,Low
1.177041,0100,Engine,8,19,139,46,4,104,0,255,0,0,Normal,Low
1.18615,01C0,Battery,8,107,98,0,203,1,5,2,0,0,Normal,Low
1.194471,0200,Body,8,100,1,3,4,5,2,0,251,0,Normal,Low
1.199514,0160,Transmission,8,34,4,2,0,59,124,5,0,0,Normal,Low
1.200041,0260,ADAS,8,59,22,32,53,69,84,106,114,0,Normal,Low
1.205789,0130,Engine,8,19,139,48,0,99,0,250,2,0,Normal,Low
1.211791,0100,Engine,8,18,140,52,4,97,0,255,0,0,Normal,Low
1.218263,0220,Body,8,99,5,3,0,0,3,4,255,0,Normal,Low
1.219253,0260,ADAS,8,64,18,33,49,67,81,104,123,0,Normal,Low
1.228124,0180,Transmission,8,31,5,1,8,59,133,0,0,0,Normal,Low
1.232124,0280,ADAS,8,63,21,38,46,73,89,101,114,0,Normal,Low
1.236014,01C0,Battery,8,110,95,3,202,0,3,0,4,0,Normal,Low
1.245511,00C0,ABS,8,45,0,104,105,0,0,173,187,0,Normal,Low
1.246907,0260,ADAS,8,65,20,31,56,63,84,101,119,0,Normal,Low
1.256796,0200,Body,8,93,5,0,1,0,2,0,255,0,Normal,Low
1.266529,00C0,ABS,8,43,0,100,103,2,0,169,185,0,Normal,Low
1.27055,01C0,Battery,8,117,101,1,203,0,0,0,5,0,Normal,Low
1.275598,0100,Engine,8,18,134,47,0,104,5,254,0,0,Normal,Low
1.279969,0120,Engine,8,11,137,49,1,101,0,250,0,0,Normal,Low
1.288467,0080,Airbag,8,98,254,4,255,1,253,0,254,0,Normal,Low
1.290457,00C0,ABS,8,47,0,100,104,0,1,168,183,0,Normal,Low
1.300047,0140,Steering,8,76,131,0,129,1,5,13,31,0,Normal,Low
1.305906,0220,Body,8,92,0,0,0,0,0,0,253,0,Normal,Low
1.311619,0100,Engine,8,15,134,52,0,95,2,254,1,0,Normal,Low
1.312167,0100,Engine,8,21,141,53,2,101,0,255,5,0,Normal,Low
1.313598,0220,Body,8,97,0,0,0,0,3,1,255,0,Normal,Low
1.322227,0130,Engine,8,11,138,48,0,102,5,255,0,0,Normal,Low
1.330504,00A0,ABS,8,44,0,96,95,0,5,166,190,0,Normal,Low
1.338204,0080,Airbag,8,98,252,5,252,4,255,2,252,0,Normal,Low
1.342162,0200,Body,8,97,4,3,3,0,1,0,255,0,Normal,Low
1.348284,0220,Body,8,95,1,6,0,5,1,0,255,0,Normal,Low
1.354928,01A0,Battery,8,117,104,0,202,4,0,0,0,0,Normal,Low
1.356084,0180,Transmission,8,37,1,3,7,60,133,0,2,0,Normal,Low
1.364762,0080,Airbag,8,93,255,0,255,0,255,2,253,0,Normal,Low
1.373779,0200,Body,8,97,0,0,0,6,1,0,252,0,Normal,Low
1.380933,00C0,ABS,8,49,0,105,104,5,0,169,191,0,Normal,Low
1.38406,01A0,Battery,8,107,99,4,199,0,0,0,0,0,Normal,Low
1.392505,01A0,Battery,8,115,104,5,204,3,0,0,5,0,Normal,Low
1.394652,0220,Body,8,99,3,1,4,0,0,2,252,0,Normal,Low
1.396111,0130,Engine,8,20,136,50,0,100,0,251,0,0,Normal,Low
1.405601,0080,Airbag,8,94,255,1,255,3,255,4,255,0,Normal,Low
1.412336,0140,Steering,8,75,131,0,130,5,0,12,29,0,Normal,Low
1.417135,0120,Engine,8,17,137,50,2,100,5,254,0,0,Normal,Low
1.423315,0280,ADAS,8,63,14,33,53,71,89,103,114,0,Normal,Low
1.431939,0220,Body,8,91,0,2,1,2,4,0,250,0,Normal,Low
1.434391,01C0,Battery,8,111,105,0,203,0,4,5,0,0,Normal,Low
1.440165,0200,Body,8,98,3,0,0,6,0,0,255,0,Normal,Low
1.447669,01C0,Battery,8,112,104,5,196,0,0,0,0,0,Normal,Low
1.454128,0200,Body,8,95,1,0,4,5,0,5,255,0,Normal,Low
1.45513,0260,ADAS,8,68,21,33,46,64,85,100,123,0,Normal,Low
1.460068,0100,Engine,8,13,141,55,5,100,1,255,0,0,Normal,Low
1.46073,0080,Airbag,8,94,255,0,255,0,254,4,250,0,Normal,Low
1.470324,0120,Engine,8,18,140,47,0,104,3,255,1,0,Normal,Low
1.473622,0240,Wheel,8,43,55,49,50,55,0,1,3,0,Normal,Low
1.47568,0280,ADAS,8,60,12,30,48,69,81,102,115,0,Normal,Low
1.483805,00A0,ABS,8,44,0,104,95,4,0,174,182,0,Normal,Low
1.489784,0160,Transmission,8,35,0,0,6,67,128,1,0,0,Normal,Low
1.492899,0240,Wheel,8,47,51,50,48,54,0,0,1,0,Normal,Low
1.502302,0180,Transmission,8,27,3,0,0,61,126,4,2,0,Normal,Low
1.510146,0130,Engine,8,21,139,47,5,103,0,252,0,0,Normal,Low
1.516514,0080,Airbag,8,98,255,0,255,4,255,0,252,0,Normal,Low
1.525524,0160,Transmission,8,34,6,0,2,59,129,0,0,0,Normal,Low
1.535313,0200,Body,8,92,5,0,5,6,4,0,255,0,Normal,Low
1.544129,0120,Engine,8,12,136,48,5,95,0,250,0,0,Normal,Low
1.553646,0140,Steering,8,77,126,1,125,2,2,13,33,0,Normal,Low
1.56273,0280,ADAS,8,64,16,30,48,66,82,101,121,0,Normal,Low
1.566213,00A0,ABS,8,47,3,96,98,4,5,169,190,0,Normal,Low
1.569843,00C0,ABS,8,51,5,101,105,0,5,166,187,0,Normal,Low
1.573317,0080,Airbag,8,98,250,0,255,0,255,0,255,0,Normal,Low
1.57512,01A0,Battery,8,111,96,3,197,0,0,3,4,0,Normal,Low
1.580351,0120,Engine,8,11,142,49,1,103,0,255,0,0,Normal,Low
1.586202,0240,Wheel,8,47,48,45,48,49,1,0,1,0,Normal,Low
1.590848,0160,Transmission,8,31,4,7,4,68,131,1,0,0,Normal,Low
1.593852,00C0,ABS,8,47,5,103,97,0,2,167,187,0,Normal,Low
1.60385,01A0,Battery,8,107,99,4,198,1,4,0,1,0,Normal,Low
1.605139,0160,Transmission,8,27,2,3,3,61,124,0,0,0,Normal,Low
1.614911,01A0,Battery,8,109,102,0,200,5,0,0,5,0,Normal,Low
1.624748,0280,ADAS,8,60,21,38,46,67,81,107,115,0,Normal,Low
1.627036,0120,Engine,8,11,139,53,0,105,2,252,0,0,Normal,Low
1.628006,01C0,Battery,8,111,105,0,203,0,3,4,0,0,Normal,Low
1.635819,0280,ADAS,8,62,14,39,53,63,89,97,123,0,Normal,Low
1.638612,0220,Body,8,97,2,6,0,2,2,3,255,0,Normal,Low
1.64035,01C0,Battery,8,116,99,3,203,0,0,2,0,0,Normal,Low
1.650271,01C0,Battery,8,110,102,0,197,5,5,0,0,0,Normal,Low
1.658291,0130,Engine,8,14,136,55,3,103,0,250,4,0,Normal,Low
1.665497,0130,Engine,8,20,137,46,0,99,4,255,2,0,Normal,Low
1.668384,0220,Body,8,93,5,4,0,3,0,4,253,0,Normal,Low
1.673383,0240,Wheel,8,50,45,53,46,53,3,0,0,0,Normal,Low
1.678374,01C0,Battery,8,117,103,2,199,4,1,0,0,0,Normal,Low
1.687031,0180,Transmission,8,34,0,0,7,62,127,0,2,0,Normal,Low
1.690768,00A0,ABS,8,49,0,96,105,0,1,172,185,0,Normal,Low
1.697745,0100,Engine,8,11,135,52,3,105,0,252,3,0,Normal,Low
1.703281,0130,Engine,8,17,133,53,0,96,3,255,3,0,Normal,Low
1.710423,0280,ADAS,8,66,21,36,53,68,81,100,122,0,Normal,Low
1.717889,0220,Body,8,91,0,4,0,3,0,0,255,0,Normal,Low
1.723797,0120,Engine,8,16,139,54,5,105,1,252,0,0,Normal,Low
1.729336,0100,Engine,8,16,138,50,5,97,4,255,0,0,Normal,Low
1.735089,0160,Transmission,8,37,0,6,2,66,133,0,0,0,Normal,Low
1.742141,00A0,ABS,8,44,0,96,96,0,0,168,186,0,Normal,Low
1.7446,00C0,ABS,8,43,0,95,97,5,1,169,190,0,Normal,Low
1.749155,0260,ADAS,8,63,17,34,55,73,81,107,116,0,Normal,Low
1.758458,0160,Transmission,8,30,2,0,2,68,129,0,0,0,Normal,Low
1.765619,0220,Body,8,95,4,0,5,0,4,0,250,0,Normal,Low
1.771337,01C0,Battery,8,115,95,0,198,4,5,0,0,0,Normal,Low
1.780029,0280,ADAS,8,63,15,39,49,68,81,107,117,0,Normal,Low
1.784465,01A0,Battery,8,110,100,0,201,2,0,0,0,0,Normal,Low
1.788971,01A0,Battery,8,115,103,5,197,0,0,0,0,0,Normal,Low
1.793457,0120,Engine,8,19,142,49,1,104,0,254,0,0,Normal,Low
1.797381,0130,Engine,8,13,136,49,3,103,5,251,0,0,Normal,Low
1.801781,0260,ADAS,8,65,18,35,47,73,86,104,117,0,Normal,Low
1.81014,0180,Transmission,8,37,0,0,3,62,128,2,0,0,Normal,Low
1.810766,0120,Engine,8,18,135,52,0,104,2,254,0,0,Normal,Low
1.819455,0120,Engine,8,14,140,51,0,101,1,255,0,0,Normal,Low
1.823651,0130,Engine,8,12,138,45,0,97,3,255,0,0,Normal,Low
1.82596,0180,Transmission,8,32,2,4,7,68,127,0,0,0,Normal,Low
1.833538,0220,Body,8,97,0,0,5,0,0,0,255,0,Normal,Low
1.838609,00A0,ABS,8,43,0,99,99,0,1,173,187,0,Normal,Low
1.848497,0080,Airbag,8,95,255,0,255,2,255,3,255,0,Normal,Low
1.849007,0120,Engine,8,19,134,47,1,102,1,255,0,0,Normal,Low
1.849849,0200,Body,8,92,0,6,2,5,0,4,255,0,Normal,Low
1.85876,0240,Wheel,8,50,48,52,50,52,1,1,0,0,Normal,Low
1.863128,0080,Airbag,8,93,253,0,254,0,255,4,255,0,Normal,Low
1.868207,00A0,ABS,8,52,2,104,96,0,0,175,191,0,Normal,Low
